0.5675,(2, 1)
0.6242,(2, 0)
0.6278,(11, 1)
0.6308,(5, 2)
0.6309,(1, 1)
0.6361,(5, 3)
0.6458,(1, 0)
0.6461,(12, 1)
0.6465,(3, 1)
0.6488,(3, 2)
0.6488,(9, 3)
0.6505,(6, 0)
0.6516,(2, 3)
0.6533,(1, 2)
0.6673,(10, 1)
0.6734,(7, 0)
0.6735,(11, 3)
0.6747,(2, 2)
0.676,(12, 0)
0.6821,(5, 0)
0.6826,(5, 1)
0.6836,(8, 3)
0.6871,(10, 3)
0.6886,(1, 3)
0.6988,(11, 0)
0.6992,(6, 2)
0.7012,(6, 1)
0.7049,(3, 0)
0.7065,(8, 2)
0.7109,(10, 0)
0.7292,(7, 3)
0.7311,(11, 2)
0.7316,(12, 3)
0.7332,(10, 2)
0.7339,(7, 1)
0.7385,(9, 0)
0.7393,(6, 3)
0.7502,(7, 2)
0.757,(9, 1)
0.7872,(12, 2)
0.8011,(9, 2)
0.8231,(0, 3)
0.8813,(4, 3)
