0.5394,(2, 1)
0.5942,(2, 0)
0.5966,(11, 1)
0.5985,(1, 1)
0.5997,(5, 2)
0.6049,(5, 3)
0.6125,(1, 0)
0.6143,(12, 1)
0.615,(3, 1)
0.615,(9, 3)
0.6168,(3, 2)
0.6199,(6, 0)
0.6203,(2, 3)
0.6204,(1, 2)
0.6324,(10, 1)
0.6393,(11, 3)
0.6394,(7, 0)
0.6425,(2, 2)
0.6454,(12, 0)
0.6483,(5, 0)
0.6488,(5, 1)
0.6488,(8, 3)
0.6508,(10, 3)
0.6549,(1, 3)
0.6613,(8, 2)
0.6635,(11, 0)
0.6653,(6, 2)
0.668,(6, 1)
0.6732,(3, 0)
0.6754,(10, 0)
0.6952,(11, 2)
0.6956,(7, 3)
0.6964,(7, 1)
0.6964,(10, 2)
0.6975,(12, 3)
0.7046,(9, 0)
0.7059,(6, 3)
0.7136,(7, 2)
0.7224,(9, 1)
0.7476,(12, 2)
0.7649,(9, 2)
0.7803,(0, 3)
0.8333,(4, 3)
0.9656,(8, 0)
