0.4916,(1, 1)
0.4947,(5, 2)
0.5035,(1, 0)
0.5047,(5, 3)
0.5229,(9, 3)
0.524,(1, 2)
0.5243,(6, 0)
0.5339,(2, 2)
0.5354,(5, 0)
0.5369,(7, 0)
0.5383,(10, 1)
0.5417,(5, 1)
0.5466,(1, 3)
0.549,(8, 3)
0.5529,(2, 1)
0.5534,(8, 2)
0.5546,(10, 3)
0.5664,(6, 2)
0.5667,(6, 1)
0.5752,(10, 0)
0.5803,(11, 2)
0.5855,(7, 1)
0.5939,(10, 2)
0.5984,(7, 2)
0.5984,(12, 3)
0.6017,(9, 0)
0.6046,(6, 3)
0.6086,(11, 1)
0.6111,(3, 1)
0.6122,(2, 3)
0.6164,(9, 1)
0.625,(12, 1)
0.6373,(3, 2)
0.6373,(11, 3)
0.6393,(12, 2)
0.6559,(9, 2)
0.6715,(0, 3)
0.6847,(3, 0)
0.7129,(2, 0)
0.7169,(4, 3)
0.7247,(7, 3)
0.7494,(12, 0)
0.7972,(11, 0)
0.864,(8, 0)
0.8989,(8, 1)
0.9679,(0, 1)
0.9784,(0, 2)
