0.4767,(1, 1)
0.4807,(5, 2)
0.4881,(1, 0)
0.4913,(5, 3)
0.5101,(1, 2)
0.5102,(9, 3)
0.5108,(6, 0)
0.5195,(2, 2)
0.5203,(5, 0)
0.5223,(7, 0)
0.5251,(10, 1)
0.5272,(5, 1)
0.5315,(1, 3)
0.5343,(8, 3)
0.5353,(8, 2)
0.5379,(2, 1)
0.541,(10, 3)
0.5519,(6, 1)
0.5521,(6, 2)
0.5619,(10, 0)
0.5648,(11, 2)
0.5704,(7, 1)
0.5801,(10, 2)
0.5837,(7, 2)
0.5847,(12, 3)
0.5873,(9, 0)
0.5905,(6, 3)
0.5922,(11, 1)
0.5925,(3, 1)
0.5939,(2, 3)
0.6015,(9, 1)
0.6076,(12, 1)
0.6196,(11, 3)
0.6228,(3, 2)
0.6239,(12, 2)
0.6405,(9, 2)
0.6543,(0, 3)
0.669,(3, 0)
0.6976,(4, 3)
0.6978,(2, 0)
0.7106,(7, 3)
0.7321,(12, 0)
0.7805,(11, 0)
0.8514,(8, 0)
0.8824,(8, 1)
0.9477,(0, 1)
0.9565,(0, 2)
0.9792,(4, 0)
0.9887,(4, 1)
