0.6839,(2, 0)
0.7174,(12, 0)
0.7688,(11, 0)
0.7698,(2, 1)
0.7766,(0, 3)
0.7776,(3, 0)
0.8023,(7, 3)
0.8128,(12, 3)
0.8198,(1, 1)
0.8205,(5, 3)
0.8267,(3, 2)
0.8268,(3, 1)
0.829,(5, 2)
0.8349,(2, 3)
0.8401,(6, 0)
0.8407,(9, 3)
0.841,(1, 0)
0.8477,(12, 1)
0.8519,(11, 1)
0.852,(1, 2)
0.8641,(10, 1)
0.8671,(11, 3)
0.8748,(2, 2)
0.8787,(5, 1)
0.8812,(6, 1)
0.8838,(1, 3)
0.8889,(10, 3)
0.8893,(6, 2)
0.89,(8, 3)
0.8915,(7, 0)
0.8932,(5, 0)
0.9058,(8, 2)
0.9212,(10, 0)
0.9275,(6, 3)
0.9341,(9, 0)
0.9494,(10, 2)
0.9511,(7, 1)
0.9562,(11, 2)
0.9578,(9, 1)
0.9656,(7, 2)
1.0013,(12, 2)
