0.5145,(1, 1)
0.5184,(5, 2)
0.5269,(1, 0)
0.5296,(5, 3)
0.5495,(9, 3)
0.5498,(1, 2)
0.5505,(6, 0)
0.5601,(2, 2)
0.5611,(5, 0)
0.5629,(7, 0)
0.5656,(10, 1)
0.5685,(5, 1)
0.5732,(1, 3)
0.5755,(2, 1)
0.5759,(8, 3)
0.5783,(8, 2)
0.5827,(10, 3)
0.5947,(6, 1)
0.5947,(6, 2)
0.6049,(10, 0)
0.6088,(11, 2)
0.6146,(7, 1)
0.6246,(10, 2)
0.6251,(12, 3)
0.6287,(7, 2)
0.6323,(9, 0)
0.634,(11, 1)
0.6353,(3, 1)
0.6358,(6, 3)
0.6369,(2, 3)
0.6478,(9, 1)
0.6509,(12, 1)
0.664,(11, 3)
0.6662,(3, 2)
0.672,(12, 2)
0.6896,(9, 2)
0.6965,(0, 3)
0.7118,(3, 0)
0.738,(2, 0)
0.7436,(4, 3)
0.7554,(7, 3)
0.7756,(12, 0)
0.8268,(11, 0)
0.8925,(8, 0)
0.927,(8, 1)
0.99,(0, 1)
