0.5294,(1, 1)
0.5323,(5, 2)
0.5422,(1, 0)
0.543,(5, 3)
0.5622,(9, 3)
0.5637,(1, 2)
0.564,(6, 0)
0.5745,(2, 2)
0.5762,(5, 0)
0.5774,(7, 0)
0.5788,(10, 1)
0.583,(5, 1)
0.5882,(1, 3)
0.5906,(2, 1)
0.5906,(8, 3)
0.5964,(8, 2)
0.5964,(10, 3)
0.6091,(6, 2)
0.6095,(6, 1)
0.6183,(10, 0)
0.6242,(11, 2)
0.6297,(7, 1)
0.6383,(10, 2)
0.6388,(12, 3)
0.6433,(7, 2)
0.6468,(9, 0)
0.6499,(6, 3)
0.6504,(11, 1)
0.6539,(3, 1)
0.6552,(2, 3)
0.6627,(9, 1)
0.6683,(12, 1)
0.6807,(3, 2)
0.6818,(11, 3)
0.6872,(12, 2)
0.7051,(9, 2)
0.7137,(0, 3)
0.7276,(3, 0)
0.7531,(2, 0)
0.7627,(4, 3)
0.7695,(7, 3)
0.793,(12, 0)
0.8435,(11, 0)
0.9051,(8, 0)
1.0728,(4, 2)
0.9435,(8, 1)
1.0576,(4, 1)
1.0448,(4, 0)
1.0219,(0, 2)
1.0101,(0, 1)
0.9925,(3, 3)
