0.5165,(12, 3)
0.5413,(1, 1)
0.545,(5, 2)
0.5581,(1, 0)
0.5603,(5, 3)
0.5739,(9, 3)
0.5767,(6, 0)
0.58,(1, 2)
0.5823,(7, 0)
0.5898,(5, 0)
0.5906,(10, 1)
0.5939,(2, 2)
0.6018,(5, 1)
0.6042,(1, 3)
0.6053,(2, 1)
0.6075,(8, 3)
0.6083,(10, 3)
0.6161,(8, 2)
0.617,(6, 1)
0.618,(6, 2)
0.6284,(10, 0)
0.6443,(7, 1)
0.6454,(11, 2)
0.6485,(10, 2)
0.6524,(9, 0)
0.6532,(6, 3)
0.6535,(7, 2)
0.6647,(11, 1)
0.6687,(9, 1)
0.6761,(3, 1)
0.6779,(2, 3)
0.6799,(12, 1)
0.6837,(3, 2)
0.6999,(12, 2)
0.7056,(11, 3)
0.7081,(9, 2)
0.7321,(0, 3)
0.7456,(3, 0)
0.7753,(2, 0)
0.7765,(7, 3)
0.7832,(4, 3)
0.786,(8, 0)
0.8106,(12, 0)
0.8311,(8, 1)
0.8554,(11, 0)
0.9239,(0, 1)
0.9393,(0, 2)
0.9557,(4, 0)
0.9723,(4, 1)
0.9922,(4, 2)
