0.7365,(2, 0)
0.7791,(12, 0)
0.8256,(11, 0)
0.8266,(0, 3)
0.828,(2, 1)
0.8366,(3, 0)
0.856,(7, 3)
0.8645,(5, 3)
0.867,(12, 3)
0.8703,(1, 1)
0.88,(5, 2)
0.8833,(9, 3)
0.8857,(3, 2)
0.8881,(6, 0)
0.8911,(2, 3)
0.8923,(1, 0)
0.8938,(3, 1)
0.899,(1, 2)
0.9078,(10, 1)
0.9112,(12, 1)
0.9161,(11, 1)
0.9221,(2, 2)
0.9245,(11, 3)
0.9256,(5, 1)
0.9335,(1, 3)
0.9337,(10, 3)
0.9361,(6, 1)
0.9392,(8, 3)
0.9419,(6, 2)
0.9441,(7, 0)
0.9477,(8, 2)
0.9481,(5, 0)
0.9686,(10, 0)
0.987,(6, 3)
0.991,(9, 0)
0.9981,(10, 2)
