0.6972,(2, 0)
0.7362,(12, 0)
0.7755,(0, 3)
0.783,(11, 0)
0.7926,(2, 1)
0.7932,(3, 0)
0.8102,(7, 3)
0.8229,(5, 3)
0.8266,(12, 3)
0.8315,(1, 1)
0.8403,(5, 2)
0.8405,(9, 3)
0.8408,(3, 2)
0.8458,(6, 0)
0.8525,(1, 0)
0.8531,(2, 3)
0.8554,(1, 2)
0.8566,(3, 1)
0.8638,(10, 1)
0.8751,(12, 1)
0.877,(11, 1)
0.8791,(2, 2)
0.8811,(5, 1)
0.8828,(11, 3)
0.8885,(10, 3)
0.8888,(6, 1)
0.8891,(1, 3)
0.8936,(8, 3)
0.8951,(6, 2)
0.9019,(8, 2)
0.9021,(7, 0)
0.9056,(5, 0)
0.9217,(10, 0)
0.9352,(6, 3)
0.9421,(9, 0)
0.9499,(10, 2)
0.9517,(7, 1)
0.9591,(11, 2)
0.9659,(9, 1)
0.967,(7, 2)
