0.729,(2, 0)
0.7691,(12, 0)
0.815,(2, 1)
0.8193,(11, 0)
0.828,(0, 3)
0.8283,(3, 0)
0.8523,(7, 3)
0.8594,(5, 3)
0.8613,(1, 1)
0.8656,(12, 3)
0.8708,(5, 2)
0.878,(3, 1)
0.8785,(2, 3)
0.8789,(3, 2)
0.8805,(9, 3)
0.8819,(6, 0)
0.8828,(1, 0)
0.8936,(1, 2)
0.8949,(12, 1)
0.9021,(11, 1)
0.905,(10, 1)
0.9142,(11, 3)
0.9151,(2, 2)
0.9201,(5, 1)
0.9275,(1, 3)
0.9305,(6, 1)
0.9309,(10, 3)
0.9336,(8, 3)
0.9355,(7, 0)
0.937,(6, 2)
0.938,(5, 0)
0.9463,(8, 2)
0.9653,(10, 0)
0.9822,(6, 3)
0.985,(9, 0)
0.9948,(10, 2)
0.9961,(7, 1)
