0.4841,(1, 1)
0.4877,(5, 2)
0.4958,(1, 0)
0.4979,(5, 3)
0.5164,(9, 3)
0.5169,(1, 2)
0.5176,(6, 0)
0.5267,(2, 2)
0.5279,(5, 0)
0.5295,(7, 0)
0.5315,(10, 1)
0.5345,(5, 1)
0.5391,(1, 3)
0.5415,(8, 3)
0.544,(8, 2)
0.5456,(2, 1)
0.5476,(10, 3)
0.5592,(6, 2)
0.5593,(6, 1)
0.5684,(10, 0)
0.5725,(11, 2)
0.5778,(7, 1)
0.5868,(10, 2)
0.5909,(7, 2)
0.5914,(12, 3)
0.5945,(9, 0)
0.5976,(6, 3)
0.6005,(11, 1)
0.6021,(3, 1)
0.6035,(2, 3)
0.609,(9, 1)
0.6166,(12, 1)
0.6287,(11, 3)
0.6301,(3, 2)
0.6314,(12, 2)
0.6482,(9, 2)
0.6626,(0, 3)
0.6771,(3, 0)
0.7054,(2, 0)
0.7069,(4, 3)
0.7176,(7, 3)
0.7409,(12, 0)
0.7888,(11, 0)
0.8575,(8, 0)
0.8902,(8, 1)
0.9578,(0, 1)
0.9675,(0, 2)
0.9897,(4, 0)
