Pitch,Velocity,Position,Length
36,108,0.0,1401
38,105,960.0,1057
36,95,1920.0,1491
38,95,2880.0,1224
36,97,3840.0,1429
38,109,4800.0,1384
36,96,5760.0,1363
38,103,6720.0,1151
36,97,7680.0,907
36,98,8640.0,525
38,101,8640.0,1285
36,98,9600.0,960
38,99,10560.0,1278
36,107,10560.0,472
36,96,11520.0,893
38,105,12480.0,1093
36,112,12480.0,401
36,99,13440.0,898
38,94,14400.0,954
36,111,14400.0,250
