0.6499,(2, 0)
0.6809,(12, 0)
0.6905,(8, 0)
0.6962,(3, 0)
0.7029,(2, 1)
0.7292,(8, 1)
0.7507,(3, 2)
0.7634,(7, 3)
0.7723,(11, 0)
0.7736,(0, 3)
0.7738,(3, 1)
0.7829,(11, 1)
0.7927,(5, 3)
0.8035,(2, 3)
0.8058,(5, 2)
0.8118,(1, 1)
0.8152,(12, 1)
0.8271,(11, 3)
0.8321,(1, 0)
0.8326,(4, 3)
0.8338,(1, 2)
0.8341,(6, 0)
0.8481,(5, 1)
0.8517,(2, 2)
0.8608,(12, 3)
0.8642,(5, 0)
0.8662,(1, 3)
0.8672,(6, 1)
0.872,(8, 3)
0.878,(6, 2)
0.8829,(7, 0)
0.9056,(11, 2)
0.9088,(8, 2)
0.9252,(7, 1)
0.9471,(9, 3)
0.9726,(10, 1)
0.9832,(12, 2)
0.9862,(7, 2)
