0.6431,(2, 0)
0.6972,(2, 1)
0.7221,(8, 0)
0.7472,(11, 0)
0.7651,(8, 1)
0.7706,(11, 1)
0.7761,(3, 1)
0.7896,(12, 0)
0.7952,(5, 3)
0.7966,(3, 0)
0.797,(0, 3)
0.7998,(12, 1)
0.8074,(5, 2)
0.8105,(2, 3)
0.815,(9, 3)
0.8235,(11, 3)
0.8244,(1, 2)
0.8253,(8, 2)
0.8281,(1, 1)
0.8341,(6, 0)
0.8377,(10, 1)
0.8401,(12, 3)
0.8506,(1, 0)
0.8517,(5, 1)
0.8542,(4, 3)
0.8616,(8, 3)
0.8621,(10, 3)
0.8674,(5, 0)
0.8687,(7, 0)
0.8692,(2, 2)
0.872,(1, 3)
0.879,(7, 3)
0.8983,(10, 0)
0.9038,(3, 2)
0.9105,(11, 2)
0.9145,(7, 1)
0.9155,(7, 2)
0.9248,(6, 2)
0.928,(10, 2)
0.9301,(6, 1)
0.9659,(9, 0)
0.9665,(12, 2)
0.9912,(9, 1)
