0.6797,(8, 2)
0.6942,(2, 1)
0.7321,(9, 3)
0.741,(12, 3)
0.7434,(5, 3)
0.7528,(5, 2)
0.7563,(10, 1)
0.7577,(2, 0)
0.7705,(1, 2)
0.7709,(11, 1)
0.7765,(0, 3)
0.7827,(10, 3)
0.7875,(1, 1)
0.7977,(3, 0)
0.7987,(3, 1)
0.8012,(5, 1)
0.8021,(6, 0)
0.8063,(3, 2)
0.8078,(7, 2)
0.8093,(8, 3)
0.8115,(1, 0)
0.8139,(5, 0)
0.8234,(7, 0)
0.824,(10, 0)
0.8276,(2, 3)
0.8283,(6, 2)
0.8285,(1, 3)
0.8299,(2, 2)
0.8323,(12, 1)
0.8328,(6, 1)
0.8338,(4, 3)
0.8344,(11, 3)
0.8445,(6, 3)
0.8508,(11, 2)
0.857,(10, 2)
0.8577,(12, 2)
0.8621,(7, 1)
0.8634,(12, 0)
0.8786,(9, 0)
0.8828,(7, 3)
0.8921,(11, 0)
0.9053,(9, 1)
0.9083,(8, 0)
0.9124,(9, 2)
1.0799,(4, 2)
0.9409,(3, 3)
0.9475,(8, 1)
1.0543,(4, 1)
1.0326,(4, 0)
1.0198,(0, 2)
