0.6577,(2, 0)
0.6912,(12, 0)
0.6965,(8, 0)
0.6986,(3, 0)
0.7037,(2, 1)
0.739,(8, 1)
0.7458,(12, 3)
0.7752,(0, 3)
0.7756,(11, 0)
0.7789,(11, 1)
0.7829,(3, 1)
0.801,(3, 2)
0.8029,(5, 3)
0.8084,(8, 2)
0.8114,(12, 1)
0.8155,(2, 3)
0.8166,(5, 2)
0.8318,(11, 3)
0.8346,(4, 3)
0.8351,(9, 3)
0.8397,(6, 0)
0.8398,(1, 2)
0.8421,(7, 3)
0.8425,(1, 1)
0.859,(10, 1)
0.8613,(5, 1)
0.8659,(1, 0)
0.8735,(2, 2)
0.8781,(5, 0)
0.8789,(8, 3)
0.8838,(1, 3)
0.8848,(10, 3)
0.8855,(7, 0)
0.9167,(11, 2)
0.9237,(10, 0)
0.9295,(7, 2)
0.9304,(7, 1)
0.9368,(12, 2)
0.9379,(6, 2)
0.9396,(6, 1)
0.9552,(10, 2)
0.974,(9, 0)
