0.6772,(2, 0)
0.7099,(12, 0)
0.714,(8, 0)
0.7172,(3, 0)
0.7245,(2, 1)
0.7578,(8, 1)
0.7636,(12, 3)
0.7942,(0, 3)
0.7995,(11, 0)
0.8021,(11, 1)
0.8068,(3, 1)
0.8212,(3, 2)
0.8248,(5, 3)
0.8274,(8, 2)
0.8366,(12, 1)
0.8391,(5, 2)
0.8397,(2, 3)
0.8556,(4, 3)
0.8563,(11, 3)
0.8571,(9, 3)
0.8624,(7, 3)
0.863,(1, 2)
0.8631,(6, 0)
0.8661,(1, 1)
0.8818,(10, 1)
0.8852,(5, 1)
0.8903,(1, 0)
0.8984,(2, 2)
0.9026,(5, 0)
0.9034,(8, 3)
0.9085,(10, 3)
0.9087,(1, 3)
0.9103,(7, 0)
0.9424,(11, 2)
0.9488,(10, 0)
0.9543,(7, 2)
0.9566,(7, 1)
0.9607,(12, 2)
0.9625,(6, 2)
0.964,(6, 1)
0.9814,(10, 2)
