0.668,(8, 2)
0.6791,(2, 1)
0.7224,(9, 3)
0.7285,(5, 3)
0.7341,(12, 3)
0.7373,(5, 2)
0.7423,(2, 0)
0.7462,(10, 1)
0.7545,(1, 2)
0.7545,(11, 1)
0.7628,(0, 3)
0.7689,(1, 1)
0.7722,(10, 3)
0.7801,(3, 1)
0.7839,(3, 0)
0.7846,(5, 1)
0.7869,(6, 0)
0.792,(1, 0)
0.7922,(8, 3)
0.7951,(3, 2)
0.796,(7, 2)
0.7968,(5, 0)
0.8068,(7, 0)
0.8096,(2, 3)
0.8103,(1, 3)
0.8129,(10, 0)
0.813,(2, 2)
0.8139,(6, 2)
0.8144,(12, 1)
0.8167,(11, 3)
0.8178,(6, 1)
0.8185,(4, 3)
0.8335,(6, 3)
0.8339,(11, 2)
0.8446,(7, 1)
0.8446,(12, 2)
0.8454,(10, 2)
0.8476,(12, 0)
0.8653,(9, 0)
0.8692,(7, 3)
0.8733,(11, 0)
0.8915,(9, 1)
0.8966,(8, 0)
0.9002,(9, 2)
0.9308,(3, 3)
0.9339,(8, 1)
1.0572,(4, 2)
1.0338,(4, 1)
1.0137,(4, 0)
