0.6673,(2, 0)
0.7012,(12, 0)
0.7044,(8, 0)
0.7069,(3, 0)
0.7166,(2, 1)
0.7446,(8, 1)
0.7549,(3, 2)
0.7751,(0, 3)
0.7805,(7, 3)
0.7974,(11, 0)
0.7984,(3, 1)
0.799,(11, 1)
0.8059,(5, 3)
0.8126,(12, 3)
0.8215,(5, 2)
0.8264,(2, 3)
0.8355,(4, 3)
0.8359,(1, 1)
0.8398,(12, 1)
0.8439,(1, 2)
0.8464,(11, 3)
0.8535,(6, 0)
0.8562,(8, 2)
0.8584,(1, 0)
0.8641,(5, 1)
0.8767,(2, 2)
0.8808,(6, 1)
0.8831,(5, 0)
0.8836,(8, 3)
0.8847,(1, 3)
0.8864,(6, 2)
0.8991,(7, 0)
0.908,(9, 3)
0.9234,(11, 2)
0.9341,(10, 1)
0.9394,(7, 1)
0.9976,(12, 2)
