0.6002,(2, 0)
0.633,(12, 0)
0.6448,(8, 0)
0.648,(3, 0)
0.6495,(2, 1)
0.6811,(8, 1)
0.7012,(3, 2)
0.7097,(11, 0)
0.7137,(3, 1)
0.7154,(7, 3)
0.7221,(11, 1)
0.7241,(0, 3)
0.7369,(5, 3)
0.7436,(2, 3)
0.7488,(5, 2)
0.75,(12, 1)
0.7539,(1, 1)
0.7653,(11, 3)
0.7724,(1, 0)
0.7736,(6, 0)
0.774,(1, 2)
0.7781,(4, 3)
0.7874,(5, 1)
0.7903,(2, 2)
0.8021,(5, 0)
0.8034,(1, 3)
0.8084,(6, 1)
0.8085,(12, 3)
0.8088,(8, 3)
0.8179,(6, 2)
0.8182,(7, 0)
0.8402,(11, 2)
0.8543,(8, 2)
0.8571,(7, 1)
0.8841,(9, 3)
0.9072,(10, 1)
0.9178,(12, 2)
0.9188,(7, 2)
0.9321,(10, 3)
0.9698,(10, 0)
