0.6398,(2, 1)
0.6795,(8, 2)
0.6899,(5, 3)
0.692,(5, 2)
0.7069,(11, 1)
0.71,(9, 3)
0.7124,(2, 0)
0.7141,(1, 2)
0.7159,(12, 3)
0.7184,(1, 1)
0.7313,(10, 1)
0.7348,(3, 1)
0.7365,(6, 0)
0.7401,(1, 0)
0.7417,(5, 1)
0.746,(5, 0)
0.746,(7, 0)
0.7486,(8, 3)
0.7545,(10, 3)
0.7558,(12, 1)
0.7635,(1, 3)
0.7653,(2, 2)
0.7679,(2, 3)
0.7756,(11, 3)
0.7841,(0, 3)
0.7872,(7, 2)
0.7872,(11, 2)
0.7891,(10, 0)
0.7935,(7, 1)
0.8042,(3, 0)
0.8178,(10, 2)
0.8192,(6, 2)
0.8251,(11, 0)
0.8275,(6, 1)
0.8349,(12, 2)
0.8367,(8, 0)
0.8376,(4, 3)
0.8607,(3, 2)
0.8632,(9, 0)
0.867,(12, 0)
0.8809,(8, 1)
0.884,(7, 3)
0.8877,(9, 1)
0.8926,(6, 3)
0.9585,(9, 2)
