0.593,(2, 0)
0.6429,(2, 1)
0.6754,(8, 0)
0.6875,(11, 0)
0.7099,(11, 1)
0.7138,(3, 1)
0.7146,(8, 1)
0.7341,(12, 0)
0.7356,(12, 1)
0.7387,(5, 3)
0.7418,(3, 0)
0.7459,(0, 3)
0.7483,(2, 3)
0.7496,(5, 2)
0.7605,(9, 3)
0.7607,(11, 3)
0.7654,(1, 2)
0.7676,(1, 1)
0.7738,(6, 0)
0.7745,(8, 2)
0.7812,(10, 1)
0.7881,(1, 0)
0.7885,(12, 3)
0.7902,(5, 1)
0.7982,(4, 3)
0.7994,(8, 3)
0.8035,(10, 3)
0.8041,(5, 0)
0.8055,(2, 2)
0.8055,(7, 0)
0.8085,(1, 3)
0.8226,(7, 3)
0.8365,(10, 0)
0.8442,(11, 2)
0.8454,(3, 2)
0.8478,(7, 1)
0.8532,(7, 2)
0.8624,(6, 2)
0.8635,(10, 2)
0.867,(6, 1)
0.8997,(9, 0)
0.9028,(12, 2)
0.9228,(9, 1)
0.9368,(6, 3)
