0.5819,(2, 0)
0.629,(2, 1)
0.6661,(12, 0)
0.6726,(8, 0)
0.6755,(3, 0)
0.6893,(11, 0)
0.6929,(3, 1)
0.6989,(11, 1)
0.7086,(8, 1)
0.7095,(2, 3)
0.7155,(5, 3)
0.7186,(3, 2)
0.7216,(12, 1)
0.7261,(5, 2)
0.7345,(11, 3)
0.74,(1, 1)
0.7472,(6, 0)
0.749,(1, 2)
0.7587,(2, 2)
0.7588,(1, 0)
0.7651,(5, 1)
0.7757,(12, 3)
0.7779,(5, 0)
0.7823,(1, 3)
0.783,(8, 3)
0.7854,(6, 1)
0.7886,(6, 2)
0.7905,(0, 3)
0.7938,(7, 0)
0.7977,(7, 3)
0.799,(9, 3)
0.8101,(11, 2)
0.8199,(10, 1)
0.829,(7, 1)
0.8456,(4, 3)
0.8748,(8, 2)
