0.6269,(8, 2)
0.6318,(2, 1)
0.6774,(9, 3)
0.6798,(5, 3)
0.6879,(5, 2)
0.6945,(2, 0)
0.6945,(12, 3)
0.6993,(10, 1)
0.7014,(11, 1)
0.7033,(1, 2)
0.7154,(1, 1)
0.7186,(0, 3)
0.7234,(10, 3)
0.7241,(3, 1)
0.7312,(5, 1)
0.7345,(6, 0)
0.7363,(1, 0)
0.7368,(3, 0)
0.7378,(8, 3)
0.7426,(5, 0)
0.7449,(7, 2)
0.7488,(3, 2)
0.7522,(7, 0)
0.7539,(2, 3)
0.7542,(1, 3)
0.7564,(12, 1)
0.7578,(2, 2)
0.7607,(11, 3)
0.761,(10, 0)
0.762,(6, 2)
0.7654,(6, 1)
0.7696,(4, 3)
0.7773,(11, 2)
0.7851,(6, 3)
0.7866,(7, 1)
0.791,(10, 2)
0.7917,(12, 2)
0.7971,(12, 0)
0.8111,(9, 0)
0.8146,(11, 0)
0.8206,(7, 3)
0.8352,(9, 1)
0.8467,(9, 2)
0.8512,(8, 0)
0.8847,(8, 1)
0.8886,(3, 3)
