0.6942,(8, 2)
0.7091,(2, 1)
0.7441,(9, 3)
0.7492,(12, 3)
0.7587,(5, 3)
0.7685,(5, 2)
0.7688,(10, 1)
0.7735,(2, 0)
0.7875,(11, 1)
0.7877,(1, 2)
0.7921,(0, 3)
0.7958,(10, 3)
0.8063,(1, 1)
0.8111,(3, 0)
0.8168,(3, 1)
0.8174,(6, 0)
0.8182,(3, 2)
0.8184,(5, 1)
0.8216,(7, 2)
0.8277,(8, 3)
0.8311,(1, 0)
0.8312,(5, 0)
0.8378,(10, 0)
0.8408,(7, 0)
0.8442,(6, 2)
0.845,(2, 3)
0.8465,(2, 2)
0.8474,(1, 3)
0.8489,(6, 1)
0.8503,(12, 1)
0.8514,(4, 3)
0.852,(11, 3)
0.8558,(6, 3)
0.8679,(11, 2)
0.8716,(10, 2)
0.8732,(12, 2)
0.8785,(12, 0)
0.8809,(7, 1)
0.8929,(9, 0)
0.8972,(7, 3)
1.1028,(4, 2)
0.9124,(11, 0)
0.9201,(9, 1)
0.9216,(8, 0)
0.925,(9, 2)
1.0754,(4, 1)
1.0519,(4, 0)
0.9513,(3, 3)
1.04,(0, 2)
0.9634,(8, 1)
1.0187,(0, 1)
1.0,(0, 0)
