Pitch,Velocity,Position,Length
36,90,0.0,504
42,114,960.0,541
36,86,1920.0,610
38,107,2880.0,528
36,94,3840.0,606
42,113,4800.0,307
36,88,5760.0,458
38,96,6720.0,401
36,88,7680.0,426
42,118,8640.0,275
36,76,9600.0,381
38,99,10560.0,332
36,89,11520.0,372
42,120,12480.0,344
36,91,13440.0,389
38,93,14400.0,240
38,95,14640.0,184
38,95,15120.0,184
